楼栋,房号,楼层,建筑面积,单价,总价,更新日期,已售
1,2003,20,125.67,7386.96,928319.56,25年05月07日,已备案
1,2004,20,125.67,7487.9,941004.4,25年03月01日,已备案
1,2101,21,147.3,7881.2,1160900.8,25年01月01日,已备案
1,2102,21,147.3,7016.7,1033559.94,25年01月24日,已备案
1,2103,21,125.67,7341.0,922543.5,26年03月11日,已备案
1,2104,21,125.67,7339.13,922308.5,25年06月07日,已备案
1,2201,22,147.3,7841.3,1155023.5,25年01月24日,已备案
1,2202,22,147.3,6886.0,1014307.7,25年02月18日,已备案
1,2203,22,125.67,7380.0,927444.6,26年03月21日,未网签
1,2204,22,125.67,7359.89,924917.06,25年05月14日,已备案
1,2301,23,147.3,7505.19,1300761.8,25年04月24日,已备案
1,2302,23,147.3,7054.7,1039157.3,25年02月21日,已备案
1,2303,23,125.67,7419.0,932345.75,26年03月21日,未网签
1,2304,23,125.67,7397.79,929680.56,25年05月21日,已备案
1,2401,24,147.3,7517.83,1107375.6,25年05月22日,已备案
1,2402,24,147.3,7054.7,1039157.3,25年03月13日,已备案
1,2403,24,125.67,7457.0,937121.2,26年03月21日,未网签
1,2404,24,125.67,7534.0,946797.75,26年03月21日,未网签
1,2501,25,147.3,7549.41,1314007.1,25年04月18日,已备案
1,2502,25,147.3,7198.34,1138330.9,25年04月12日,已备案
1,2503,25,125.67,7495.0,941896.6,26年03月21日,未网签
1,2504,25,125.67,7572.0,951573.25,26年03月21日,未网签
1,2601,26,147.3,7655.91,1127715.1,25年04月25日,已备案
1,2602,26,147.3,7050.33,1038513.6,25年04月01日,已备案
1,2603,26,125.67,7534.0,946797.75,26年03月21日,未网签
1,2604,26,125.67,7611.0,956474.4,26年03月21日,未网签
1,2701,27,147.3,7637.86,1125056.4,25年04月30日,已备案
1,2702,27,147.3,7125.95,1049652.5,25年03月07日,已备案
1,2703,27,125.67,7572.0,951573.25,26年03月21日,未网签
1,2704,27,125.67,7649.0,961249.8,26年03月21日,未网签
1,2801,28,147.3,7764.0,1143637.2,26年03月21日,未网签
1,2802,28,147.3,6708.3,988132.56,25年04月11日,已备案
1,2803,28,125.67,7611.0,956474.4,26年03月21日,未网签
1,2804,28,125.67,7688.0,966150.94,26年03月21日,未网签
1,2901,29,147.3,7803.0,1149381.9,26年03月21日,未网签
1,2902,29,147.3,7049.43,1038380.7,25年04月24日,已备案
1,2903,29,125.67,7649.0,961249.8,26年03月21日,未网签
1,2904,29,125.67,7726.0,970926.44,26年03月21日,未网签
1,3001,30,147.3,7842.0,1155126.6,26年03月21日,未网签
1,3002,30,147.3,7050.33,1038513.6,25年04月30日,已备案
1,3003,30,125.67,8967.0,1126882.9,26年03月21日,未网签
1,3004,30,125.67,7764.0,975701.9,26年03月21日,未网签
1,3101,31,147.3,7880.0,1160724.0,26年03月21日,未网签
1,3102,31,147.3,7050.33,1038513.6,25年05月21日,已备案
1,3103,31,125.67,7726.0,970926.44,26年03月21日,未网签
1,3104,31,125.67,7803.0,980603.0,26年03月21日,未网签
1,3301,33,147.3,9244.0,1361641.2,26年03月21日,未网签
1,3302,33,147.3,8052.0,1186059.6,26年03月21日,未网签
1,3303,33,125.67,9065.0,1139198.5,26年03月21日,未网签
1,3304,33,125.67,9155.0,1150508.9,26年03月21日,未网签
1,3401,34,147.3,9253.0,1362966.9,26年03月21日,未网签
1,3402,34,147.3,8061.0,1187385.2,26年03月21日,未网签
1,3403,34,125.67,9074.0,1140329.6,26年03月21日,未网签
1,3404,34,125.67,9164.0,1151639.9,26年03月21日,未网签
1,3501,35,147.3,9262.0,1364292.6,26年03月21日,未网签
1,3502,35,147.3,8070.0,1188711.0,26年03月21日,未网签
1,3503,35,125.67,9082.0,1141335.0,26年03月21日,未网签
1,3504,35,125.67,9173.0,1152770.9,26年03月21日,未网签
1,3601,36,147.3,9271.0,1365618.2,26年03月21日,未网签
1,3602,36,147.3,8079.0,1190036.8,26年03月21日,未网签
1,3603,36,125.67,9092.0,1142591.6,26年03月21日,未网签
1,3604,36,125.67,9181.0,1153776.2,26年03月21日,未网签
1,3701,37,147.3,9280.0,1366944.0,26年03月21日,未网签
1,3702,37,147.3,8088.0,1191362.4,26年03月21日,未网签
1,3703,37,125.67,9101.0,1143722.6,26年03月21日,未网签
1,3704,37,125.67,9191.0,1155033.0,26年03月21日,未网签
1,3801,38,147.3,9290.0,1368417.0,26年03月21日,未网签
1,3802,38,147.3,8178.0,1204619.4,26年03月21日,未网签
1,3803,38,125.67,9109.0,1144728.0,26年03月21日,未网签
1,3804,38,125.67,9199.0,1156038.4,26年03月21日,未网签
1,3901,39,147.3,9298.0,1369595.4,26年03月21日,未网签
1,3902,39,147.3,8266.0,1217581.8,26年03月21日,未网签
1,3903,39,125.67,9119.0,1145984.8,26年03月21日,未网签
1,3904,39,125.67,9208.0,1157169.4,26年03月21日,未网签
1,4001,40,147.3,9307.0,1370921.1,26年03月21日,未网签
1,4002,40,147.3,8276.0,1219054.8,26年03月21日,未网签
1,4003,40,125.67,9127.0,1146990.1,26年03月21日,未网签
1,4004,40,125.67,9217.0,1158300.4,26年03月21日,未网签
1,4101,41,147.3,11783.0,1735635.9,24年03月13日,已备案
1,4102,41,147.3,8285.0,1220380.5,26年03月21日,未网签
1,4103,41,125.67,9136.0,1148121.1,26年03月21日,未网签
1,4104,41,125.67,9226.0,1159431.4,26年03月21日,未网签
1,4201,42,147.3,9325.0,1373572.5,26年03月21日,未网签
1,4202,42,147.3,8294.0,1221706.2,26年03月21日,未网签
1,4203,42,125.67,9145.0,1149252.1,26年03月21日,未网签
1,4204,42,125.67,9234.0,1160436.8,26年03月21日,未网签
1,4301,43,147.3,9333.0,1374750.9,26年03月21日,未网签
1,4302,43,147.3,8303.0,1223031.9,26年03月21日,未网签
1,4303,43,125.67,9155.0,1150508.9,26年03月21日,未网签
1,4304,43,125.67,9244.0,1161693.5,26年03月21日,未网签
1,4401,44,147.3,9343.0,1376223.9,26年03月21日,未网签
1,4402,44,147.3,8312.0,1224357.6,26年03月21日,未网签
1,4403,44,125.67,9164.0,1151639.9,26年03月21日,未网签
1,4404,44,125.67,9253.0,1162824.5,26年03月21日,未网签
1,4501,45,147.3,9351.0,1377402.2,26年03月21日,未网签
1,4502,45,147.3,8321.0,1225683.2,26年03月21日,未网签
1,4503,45,125.67,9173.0,1152770.9,26年03月21日,未网签
1,4504,45,125.67,9262.0,1163955.5,26年03月21日,未网签
1,4601,46,147.3,9361.0,1378875.2,26年03月21日,未网签
1,4602,46,147.3,8330.0,1227009.0,26年03月21日,未网签
1,4603,46,125.67,9181.0,1153776.2,26年03月21日,未网签
1,4604,46,125.67,9271.0,1165086.6,26年03月21日,未网签
1,4701,47,147.3,9369.0,1380053.8,26年03月21日,未网签
1,4702,47,147.3,8339.0,1228334.8,26年03月21日,未网签
1,4703,47,125.67,9191.0,1155033.0,26年03月21日,未网签
1,4704,47,125.67,9280.0,1166217.6,26年03月21日,未网签
1,4801,48,147.3,8652.0,1274439.6,26年03月21日,未网签
1,4802,48,147.3,7621.0,1122573.2,26年03月21日,未网签
1,4803,48,125.67,8474.0,1064927.6,26年03月21日,未网签
1,4804,48,125.67,8563.0,1076112.2,26年03月21日,未网签
2,0301,3,147.31,8249.0,1215160.2,24年03月13日,已备案
2,0302,3,147.31,7033.35,1036083.4,24年07月24日,已备案
2,0303,3,125.68,8021.0,1008079.25,24年03月13日,已备案
2,0304,3,125.68,8135.0,1022406.8,24年03月13日,已备案
2,0401,4,147.31,7312.16,1077154.2,24年09月19日,已备案
2,0402,4,147.31,6685.15,984789.44,25年04月29日,已备案
2,0403,4,125.68,8112.0,1019516.2,24年03月13日,已备案
2,0404,4,125.68,8226.0,1033843.7,24年03月13日,已备案
2,0501,5,147.31,7390.82,1088741.8,24年06月18日,已备案
2,0502,5,147.31,7192.42,1059515.6,24年06月13日,已备案
2,0503,5,125.68,8203.0,1030953.06,24年03月13日,已备案
2,0504,5,125.68,8317.0,1045280.56,24年03月13日,已备案
2,0601,6,147.31,7470.35,1100457.9,24年06月07日,已备案
2,0602,6,147.31,7271.96,1071231.9,24年05月15日,已备案
2,0603,6,125.68,8294.0,1042389.94,24年03月13日,已备案
2,0604,6,125.68,8408.0,1056717.5,24年03月13日,已备案
2,0701,7,147.31,7173.0,1056654.6,25年12月03日,已备案
2,0702,7,147.31,6635.0,977401.9,26年03月21日,未网签
2,0703,7,125.68,8385.0,1053826.8,24年03月13日,已备案
2,0704,7,125.68,8499.0,1068154.4,24年03月13日,已备案
2,0801,8,147.31,6542.0,963702.0,26年03月21日,未网签
2,0802,8,147.31,7431.02,1094664.1,24年05月28日,已备案
2,0803,8,125.68,8476.0,1065263.6,24年03月13日,已备案
2,0804,8,125.68,8590.0,1079591.2,24年03月13日,已备案
2,0901,9,147.31,7708.96,1135606.2,24年08月27日,已备案
2,0902,9,147.31,8149.0,1200429.2,24年07月18日,已备案
2,0903,9,125.68,8567.0,1076700.5,24年03月13日,已备案
2,0904,9,125.68,8680.0,1090902.4,24年03月13日,已备案
2,1001,10,147.31,7788.49,1147322.5,24年05月12日,已备案
2,1002,10,147.31,7590.09,1118096.5,24年07月31日,已备案
2,1003,10,125.68,8658.0,1088137.5,24年03月13日,已备案
2,1004,10,125.68,8771.0,1102339.2,24年03月13日,已备案
2,1101,11,147.31,6747.0,993900.56,26年03月21日,未网签
2,1102,11,147.31,7669.63,1129812.6,24年07月30日,已备案
2,1103,11,125.68,8749.0,1099574.4,24年03月13日,已备案
2,1104,11,125.68,7999.0,1005314.3,26年03月21日,未网签
2,1201,12,147.31,6816.0,1004064.94,26年03月21日,未网签
2,1202,12,147.31,6565.45,967156.44,25年09月30日,已备案
2,1203,12,125.68,8840.0,1111011.2,24年03月13日,已备案
2,1204,12,125.68,8953.0,1125213.0,24年03月13日,已备案
2,1401,14,147.31,6463.0,952064.5,26年03月19日,已备案
2,1402,14,147.31,6781.0,998909.1,26年03月21日,未网签
2,1403,14,125.68,9021.0,1133759.2,24年03月13日,已备案
2,1404,14,125.68,9135.0,1148086.8,24年03月13日,已备案
2,1501,15,147.31,7220.0,1063578.2,25年07月11日,已备案
2,1502,15,147.31,6579.7,969255.6,25年10月15日,已备案
2,1503,15,125.68,9112.0,1145196.1,24年03月13日,已备案
2,1504,15,125.68,9226.0,1159523.6,24年03月13日,已备案
2,1601,16,147.31,8264.82,1217490.6,24年09月30日,已备案
2,1602,16,147.31,6916.0,1018795.94,26年03月21日,未网签
2,1603,16,125.68,9203.0,1156633.0,24年03月13日,已备案
2,1604,16,125.68,8861.0,1113650.5,24年03月13日,已备案
2,1701,17,147.31,7050.9,1038668.06,25年07月29日,已备案
2,1702,17,147.31,6286.82,1072408.9,25年12月16日,已备案
2,1703,17,125.68,9203.0,1156633.0,24年03月13日,已备案
2,1704,17,125.68,9317.0,1170960.5,24年03月13日,已备案
2,1801,18,147.31,7505.0,1105561.5,26年03月21日,未网签
2,1802,18,147.31,7326.0,1079193.0,26年03月21日,未网签
2,1803,18,125.68,9260.0,1163796.8,24年03月13日,已备案
2,1804,18,125.68,8461.0,1063378.5,26年03月21日,未网签
2,1901,19,147.31,7549.0,1112043.2,25年12月23日,已备案
2,1902,19,147.31,8166.06,1202942.0,24年07月18日,已备案
2,1903,19,125.68,9317.0,1170960.5,24年03月13日,已备案
2,1904,19,125.68,8969.0,1127223.9,24年05月28日,已备案
2,2001,20,147.31,6469.76,953059.1,26年01月29日,已备案
2,2002,20,147.31,7045.0,1037798.94,26年03月21日,未网签
2,2003,20,125.68,9374.0,1178124.4,24年03月13日,已备案
2,2004,20,125.68,6683.24,839949.4,25年12月27日,已备案
2,2101,21,147.31,6866.0,1011430.44,26年03月11日,已备案
2,2102,21,147.31,8264.82,1217490.6,24年06月20日,已备案
2,2103,21,125.68,9430.0,1185162.4,24年03月13日,已备案
2,2104,21,125.68,8364.45,1051244.1,25年05月27日,已备案
2,2201,22,147.31,7003.4,1031670.9,25年07月09日,已备案
2,2202,22,147.31,7129.0,1050173.0,26年03月21日,未网签
2,2203,22,125.68,9487.0,1192326.1,24年03月13日,已备案
2,2204,22,125.68,6918.57,869525.25,25年07月09日,已备案
2,2301,23,147.31,7342.0,1081550.0,26年03月21日,未网签
2,2302,23,147.31,7172.0,1056507.4,26年03月21日,未网签
2,2303,23,125.68,9544.0,1199489.9,24年03月13日,已备案
2,2304,23,125.68,7050.33,886085.5,25年08月19日,已备案
2,2401,24,147.31,7774.0,1145188.0,26年03月21日,未网签
2,2402,24,147.31,8414.27,1239506.8,25年06月28日,已备案
2,2403,24,125.68,7994.0,1004685.94,25年12月03日,已备案
2,2404,24,125.68,7685.0,965850.8,26年03月21日,未网签
2,2501,25,147.31,7428.0,1094218.6,26年03月21日,未网签
2,2502,25,147.31,7258.0,1069176.0,26年03月21日,未网签
2,2503,25,125.68,8464.09,1063766.9,25年05月16日,已备案
2,2504,25,125.68,8134.71,1022370.4,25年08月22日,已备案
2,2601,26,147.31,7470.0,1100405.8,26年03月21日,未网签
2,2602,26,147.31,7300.0,1075363.0,26年03月21日,未网签
2,2603,26,125.68,9239.0,1161157.5,24年06月20日,已备案
2,2604,26,125.68,8612.67,1082440.6,24年06月20日,已备案
2,2801,28,147.31,7953.0,1171556.4,26年03月21日,未网签
2,2802,28,147.31,7774.0,1145188.0,26年03月21日,未网签
2,2803,28,125.68,8612.67,1082440.6,25年05月16日,已备案
2,2804,28,125.68,7048.0,885792.6,25年10月15日,已备案
2,2901,29,147.31,7998.0,1178185.4,26年03月21日,未网签
2,2902,29,147.31,7819.0,1151816.9,26年03月21日,未网签
2,2903,29,125.68,9401.0,1181517.6,24年06月20日,已备案
2,2904,29,125.68,7036.0,884284.5,25年10月24日,已备案
2,3001,30,147.31,8043.0,1184814.4,26年03月21日,未网签
2,3002,30,147.31,7864.0,1158445.9,26年03月21日,未网签
2,3003,30,125.68,7864.0,988347.5,26年03月21日,未网签
2,3004,30,125.68,7953.0,999533.06,26年03月21日,未网签
2,3101,31,147.31,8088.0,1191443.2,26年03月21日,未网签
2,3102,31,147.31,7909.0,1165074.8,26年03月21日,未网签
2,3103,31,125.68,7909.0,994003.1,26年03月21日,未网签
2,3104,31,125.68,7998.0,1005188.6,26年03月21日,未网签
2,3201,32,147.31,8132.0,1197924.9,26年03月21日,未网签
2,3202,32,147.31,7953.0,1171556.4,26年03月21日,未网签
2,3203,32,125.68,8371.0,1052067.2,25年12月27日,已备案
2,3204,32,125.68,8466.0,1064006.9,25年12月03日,已备案
2,3301,33,147.31,8141.0,1199250.8,26年03月21日,未网签
2,3302,33,147.31,7962.0,1172882.2,26年03月21日,未网签
2,3303,33,125.68,9574.0,1203260.4,24年06月20日,已备案
2,3304,33,125.68,8052.0,1011975.4,26年03月21日,未网签
2,3401,34,147.31,8151.0,1200723.8,26年03月21日,未网签
2,3402,34,147.31,7971.0,1174208.0,26年03月21日,未网签
2,3403,34,125.68,6815.27,856543.6,26年01月31日,未网签
2,3404,34,125.68,8061.0,1013106.5,26年03月21日,未网签
2,3501,35,147.31,8160.0,1202049.6,26年03月21日,未网签
2,3502,35,147.31,7980.0,1175533.8,26年03月21日,未网签
2,3503,35,125.68,10090.0,1268111.2,24年03月13日,已备案
2,3504,35,125.68,8070.0,1014237.6,26年03月21日,未网签
2,3601,36,147.31,8169.0,1203375.4,26年03月21日,未网签
2,3602,36,147.31,7989.0,1176859.6,26年03月21日,未网签
2,3603,36,125.68,7989.0,1004057.5,26年03月21日,未网签
2,3604,36,125.68,10215.0,1283821.2,24年03月13日,已备案
2,3701,37,147.31,8178.0,1204701.1,26年03月21日,未网签
2,3702,37,147.31,10112.0,1489598.8,24年03月13日,已备案
2,3703,37,125.68,10112.0,1270876.1,24年03月13日,已备案
2,3704,37,125.68,6769.65,850809.94,26年01月29日,已备案
2,3801,38,147.31,6756.12,995243.3,26年03月06日,已备案
2,3802,38,147.31,8088.0,1191443.2,26年03月21日,未网签
2,3803,38,125.68,9725.0,1222238.0,24年03月19日,已备案
2,3804,38,125.68,9332.0,1172845.8,26年03月21日,已网签
2,3901,39,147.31,8357.0,1231069.6,26年03月21日,未网签
2,3902,39,147.31,8178.0,1204701.1,26年03月21日,未网签
2,3903,39,125.68,8178.0,1027811.06,26年03月21日,未网签
2,3904,39,125.68,8266.0,1038870.9,26年03月21日,未网签
2,4001,40,147.31,8365.0,1232248.1,26年03月21日,未网签
2,4002,40,147.31,8187.0,1206027.0,26年03月21日,未网签
2,4003,40,125.68,7286.0,915704.5,25年11月11日,已备案
2,4004,40,125.68,8276.0,1040127.7,26年03月21日,未网签
2,4201,42,147.31,8383.0,1234899.8,26年03月21日,未网签
2,4202,42,147.31,8205.0,1208678.5,26年03月21日,未网签
2,4203,42,125.68,8205.0,1031204.4,26年03月21日,未网签
2,4204,42,125.68,8294.0,1042389.94,26年03月21日,未网签
2,4301,43,147.31,8392.0,1236225.5,26年03月21日,未网签
2,4302,43,147.31,8213.0,1209857.0,26年03月21日,未网签
2,4303,43,125.68,6823.0,857514.6,26年02月11日,已备案
2,4304,43,125.68,8303.0,1043521.06,26年03月21日,未网签
2,4401,44,147.31,8401.0,1237551.2,26年03月21日,未网签
2,4402,44,147.31,8222.0,1211182.9,26年03月21日,未网签
2,4403,44,125.68,8222.0,1033340.94,26年03月21日,未网签
2,4404,44,125.68,8312.0,1044652.2,26年03月21日,未网签
2,4501,45,147.31,7285.55,1073234.4,25年12月31日,已备案
2,4502,45,147.31,8231.0,1212508.6,26年03月21日,未网签
2,4503,45,125.68,8231.0,1034472.06,26年03月21日,未网签
2,4504,45,125.68,9218.35,1158562.8,24年10月30日,已备案
2,4601,46,147.31,7285.55,1073234.4,25年12月27日,已备案
2,4602,46,147.31,8240.0,1213834.4,26年03月21日,未网签
2,4603,46,125.68,8240.0,1035603.2,26年03月21日,未网签
2,4604,46,125.68,9228.84,1159880.9,24年11月12日,已备案
2,4701,47,147.31,8429.0,1241676.0,26年03月21日,未网签
2,4702,47,147.31,8248.0,1215012.9,26年03月21日,未网签
2,4703,47,125.68,8248.0,1036608.6,26年03月21日,未网签
2,4704,47,125.68,8339.0,1048045.5,26年03月21日,未网签
2,4801,48,147.31,8437.0,1242854.5,26年03月21日,未网签
2,4802,48,147.31,8258.0,1216486.0,26年03月21日,未网签
2,4803,48,125.68,8258.0,1037865.44,26年03月21日,未网签
2,4804,48,125.68,8347.0,1049051.0,26年03月21日,未网签
2,4901,49,147.31,8437.0,1242854.5,26年03月21日,未网签
2,4902,49,147.31,8258.0,1216486.0,26年03月21日,未网签
2,4903,49,125.68,8258.0,1037865.44,26年03月21日,未网签
2,4904,49,125.68,8347.0,1049051.0,26年03月21日,未网签
2,5001,50,147.31,8437.0,1242854.5,26年03月21日,未网签
2,5002,50,147.31,8258.0,1216486.0,26年03月21日,未网签
2,5003,50,125.68,8258.0,1037865.44,26年03月21日,未网签
2,5004,50,125.68,8347.0,1049051.0,26年03月21日,未网签
2,5101,51,147.31,8437.0,1242854.5,26年03月21日,未网签
2,5102,51,147.31,8258.0,1216486.0,26年03月21日,未网签
2,5103,51,125.68,8258.0,1037865.44,26年03月21日,未网签
2,5104,51,125.68,8347.0,1049051.0,26年03月21日,未网签
2,5201,52,147.31,8010.0,1179953.0,24年11月29日,已备案
2,5202,52,147.31,10442.0,1538211.0,24年03月13日,已备案
2,5203,52,125.68,8258.0,1037865.44,26年03月21日,未网签
2,5204,52,125.68,8347.0,1049051.0,26年03月21日,未网签
2,5301,53,147.31,8437.0,1242854.5,26年03月21日,未网签
2,5302,53,147.31,10442.0,1538211.0,24年03月13日,已备案
2,5303,53,125.68,7302.65,917797.06,25年11月25日,已备案
2,5304,53,125.68,7376.75,927109.94,25年11月25日,已备案
2,5401,54,147.31,8817.9,1298964.9,25年06月27日,已备案
2,5402,54,147.31,8354.84,1230751.8,25年06月27日,已备案
2,5403,54,125.68,8354.84,1050036.5,25年06月19日,已备案
2,5404,54,125.68,7630.0,958938.4,26年03月21日,未网签
3,0202,2,127.9,6283.57,803668.0,26年01月29日,已备案
3,0203,2,127.9,8076.91,1033036.8,24年07月26日,已备案
3,0204,2,149.38,7649.0,1142607.6,26年03月21日,未网签
3,0302,3,127.9,8650.0,1106335.0,24年05月18日,已备案
3,0303,3,127.9,7748.0,990969.2,26年03月17日,已备案
3,0304,3,149.38,7720.0,1153213.6,26年03月21日,未网签
3,0401,4,141.9,7344.0,1042113.6,26年03月21日,未网签
3,0402,4,127.9,8721.0,1115415.9,24年03月13日,已备案
3,0403,4,127.9,6773.26,866300.25,25年06月24日,已备案
3,0404,4,149.38,7792.0,1163969.0,26年03月21日,未网签
3,0501,5,141.9,7416.0,1052330.4,26年03月21日,未网签
3,0502,5,127.9,7948.32,1016590.1,25年08月06日,已备案
3,0503,5,127.9,9023.0,1154041.8,24年03月27日,已备案
3,0504,5,149.38,9942.0,1485136.0,24年03月13日,已备案
3,0601,6,141.9,7881.0,1118313.9,26年01月29日,已备案
3,0602,6,127.9,9351.0,1195992.9,24年03月13日,已备案
3,0603,6,127.9,9578.0,1225026.2,24年03月13日,已备案
3,0604,6,149.38,10033.0,1498729.5,24年03月13日,已备案
3,0701,7,141.9,9555.0,1355854.5,24年03月13日,已备案
3,0702,7,127.9,9442.0,1207631.8,24年03月13日,已备案
3,0703,7,127.9,9669.0,1236665.1,24年03月13日,已备案
3,0704,7,149.38,6462.9,965426.94,25年12月27日,已备案
3,0801,8,141.9,9646.0,1368767.4,24年03月13日,已备案
3,0802,8,127.9,6920.37,885115.3,25年06月24日,已备案
3,0803,8,127.9,9760.0,1248304.0,24年03月13日,已备案
3,0804,8,149.38,6847.27,1022844.8,26年03月31日,已备案
3,0901,9,141.9,9737.0,1381680.2,24年03月13日,已备案
3,0902,9,127.9,9624.0,1230909.6,24年03月13日,已备案
3,0903,9,127.9,9851.0,1259942.9,24年03月13日,已备案
3,0904,9,149.38,9029.57,1348837.1,25年01月17日,已备案
3,1001,10,141.9,8871.0,1258794.9,26年03月21日,未网签
3,1002,10,127.9,9715.0,1242548.5,24年03月13日,已备案
3,1003,10,127.9,9942.0,1271581.8,24年03月13日,已备案
3,1004,10,149.38,9886.0,1476770.6,24年04月08日,已备案
3,1101,11,141.9,9919.0,1407506.1,24年03月13日,已备案
3,1102,11,127.9,9805.0,1254059.5,24年03月13日,已备案
3,1103,11,127.9,10033.0,1283220.8,24年03月13日,已备案
3,1104,11,149.38,10487.0,1566548.0,24年03月13日,已备案
3,1201,12,141.9,10146.0,1439717.4,24年03月13日,已备案
3,1202,12,127.9,8094.0,1035222.6,24年12月11日,已备案
3,1203,12,127.9,10260.0,1312254.0,24年03月13日,已备案
3,1204,12,149.38,10715.0,1600606.8,24年03月13日,已备案
3,1301,13,141.9,10487.0,1488105.2,24年03月13日,已备案
3,1302,13,127.9,10374.0,1326834.6,24年03月13日,已备案
3,1303,13,127.9,10601.0,1355867.9,24年03月13日,已备案
3,1304,13,149.38,7881.2,1177293.6,25年01月07日,已备案
3,1401,14,141.9,7270.54,1031689.6,25年04月12日,已备案
3,1402,14,127.9,7258.0,928298.2,25年03月18日,已备案
3,1403,14,127.9,7441.35,951748.7,25年03月18日,已备案
3,1404,14,149.38,7622.52,1138651.2,25年04月29日,已备案
3,1501,15,141.9,11169.0,1584881.1,24年03月13日,已备案
3,1502,15,127.9,11055.0,1413934.5,24年03月13日,已备案
